siret,fournisseur
30163865600043,MIDI PYRENEES DISTRIBUTION
52045149300016,MONTCALIN
49900149300018,NATURELLEMENT NORMANDE
38330547100021,VIVALYA - MOURLHON ETABLISSEMENTS
78811372800026,RELAIS-DIS
51052888800017,RIBEXPE (SIDELIS)
75198258800012,SARL DE LA FERME MARTRES
88270246700011,SARL FERME DES GLYCINES
80290192600013,SARL FROMAGERIE PEROT
47850488900047,SARL JSB
49019047700011,SARL LAUBERT
30135200100053,LE SAINT - SAINFRUIT
31500262600010,SAS PELISSIE
30871609100043,SAS REY LEON FROMAGES DE SAVOIE
75096328200017,SCEA TOUZARD
79464597800014,SHEMTOV
44101961900010,LE SAINT - TOP ATLANTIQUE
80853384800012,VIVALYA
81941469900010,YANN CHERITEL TY LIPOUS
79941612800020,ENTRE LES ARBRES
79941612800012,LA PETITE FABRIQUE SANS GLUTEN
79997773100014,LA MER BLANCHE
44126896800019,LA BELLE VERTE
81191719400029,OPOTAGERDUPTITPAUL
82849667900014,LE ROUXBIO
81910315100018,BRASSERIE BLAOBLANK
83483460800012,YODAQUI
75019439100017,DOMAINE DES HÉLIANTHÈMES
44926777200027,CAN MANEL
49309422100014,GAËTAN LE BER APICULTEUR
48487119900010,SAVEURS DU PAYS CATALAN
83824637900013,L’ÂNESSE DANS LE CERISIER
41183153000042,LES VOLAILLES DU MAS DAGAS
82449621000017,BRASSERIE DETÔA
79386636900028,OLIVIER DURIETZ
82431694700012,LE JARDIN DES TROMPETTES
43879714400013,DOMAINE DE L'AUSSEIL
81506187400013,FLORENCE LOSA CHOCOLAT
81045152600018,LES PETITS FRUITS DE JEF
41440703100015,LE MAS PY - SCEA BIOPY
84025754700017,LE JARDIN D'ELYA
52089111000022,LA PETITE COCCINELLE
80995918200027,SPIR'ALICE
75186440600028,LES JARDINS DE LA VALETTE
33953762300037,PASCAL BARTHEL
84300455700016,SAFRAN LA VRAIE NATURE DES CHOSES
34825697500015,EARL LES VERGERS DES CABANES
38535227300010,LE CANARD BIEN ÉLEVÉ DU MAS CANÉ
75215507700031,SI BIO
79086226200025,CONSERVERIE DES ASPRES
53291974300049,LE FOURNIL DE CAIXAS
49266105300024,SUNYACH - LORENTE
79990596300010,LA FERME DU MONT CAPELL
81050967900017,FROMAGERIE DE CAN NADAL
88115487600018,LA FERME RADIEUSE - FABIEN & LAURIE
75156779300011,LES ARTS VERTS
82335257000019,MADAME MARIE DE FRANCE
80203512100010,BRASSERIE LA BOC
81182386300022,A LA RUCHE S.A.R.L
38851593400015,OLIVER CLAUDE
40899803700027,EARL CONILL
83032722700013,AL PALLER
45027304000011,BERTAND DE GUITAUT
38439974700011,MAS PUJOL
49876163400027,L'ÉLEVAGE DU PETIT MOURÉ
50988819400024,LES JARDINS DE PAILLE
79005857200062,LES PANIERS DE NANCES - PAIN
80926928500015,LES PANIERS DE NANCES - LA FERME DE CHAUPENDANT
80016293500012,CÔTÉ CAVE
82926913300015,LA SÈVE - APÉRITIFS SAUVAGES
85387633200018,BRASSERIE L'ALBÉRICAINE
85112253100011,ECRIN SAUVAGE
79893577100013,PAYSANS DE LA MER ET DE LA TERRE
82354673400026,BRASSERIE LA CANYA
78923260000021,MAUREL AUDREY
82449982600017,CLOS MANÉ
39341654000010,EPICERIE DE DÉTAILS SALA
85106032700018,PIKOI
49265588100018,EARL PONS GRALET
52991652000032,R.T. LE CARRÉ GOURMAND
38268676400012,SARL BANYULS DANIEL
53982220500016,CAN GALY
47768061500028,LES FONTAINES SARL
42172177000012,DOMAINE LAFFON
79429818200021,ABIES LAGRIMUS
41160977900011,EARL DOMAINE COMELADE
48046212600040,L'ATELIER NATUR'ELLES'
34796002300021,CLOS CÉRIANNE
40344534900018,EARL LE CALMADOU
40957602200027,GAEC LE DOURMIDOU
43123858300014,FERME PÉRARNAUD
85028319300017,PÉPINIÈRE SOL'AIR
52433715100012,DOMAINE CHALULEAU PONS
82426036800017,LA FERME D'ARSA
43134649300015,LE COCHON DU MADRES
80204775300016,DOMAINE PAGNON
82395332800015,DOMAINE FONTANEL
53498090900012,GAEC DOMAINE DEVEZA
88267681000014,LA FERME DU RECUEIL
43979814100016,LES PANIERS DU MARAICHER 66 / SAUVAGET NICOLAS
84283735300015,MERLIER FLORENT
88364888300014,LA FERME DU RECUEIL - ALAIN
44770421400033,DADOU LE GOUT POUR VOUS
84210361600020,TAVANEL
87975295400013,FERMAQUATIC
51299005200015,DOMAINE DES MATHOUANS
87873829300017,CAK'ENPOT
88043188700012,ENTRAID'UNION
45006825900016,LA FOIRE D ESPEZEL EN MODE DRIVE
51990225800044,GAUDIN PATRICK (LES LEGUMES A GOGO)
49217049300018,SARL FABREGUES
83805731300010,LA FERME EN T
49943210200022,BELLE A CROQUER
85090147100019,CELLIER DES ARCADES
82925838300019,EN APARTÉ
53362237900022,OH! DÉLICES PAYSANS BOUTIQUE EN LIGNE
48322761700014,PETIT MONDE - PHOTOGRAPHE
49806232200033,MIELLERIE CÉRÉTANE
77613600400012,LES VIGNERONS DU VALLESPIR
79786767800022,RECYCLERIE DU VALLESPIR
31882733400018,OPTIC 2000 - CÉRET
87829953600010,MAISON BRIERE
81168477800012,SAS TARDIEU
40501183400018,TARDIEU CHRISTOPHE
43029921400022,LEGUEVAQUES THIERRY
51449933400035,SAVEURS DES TERRES D'AUBRAC
88540371700014,SAVONNERIE HÉLIANTHE
47885715400023,LA FERME DE CLAIRE
41874372000017,GAEC DE SARRANS
40332785100016,FERME LOU BRENAC
83817368000011,BESSIERE HERVE (DOMAINE EOLE)
83859091700012,LE POTAGER DE GALDRIC
51034874100016,EPICERIE PAYSANNE
35129833600055,VIA TERRAE
43911130300012,SCEA DE LA BORIETTE
75047691300017,LE RUCHER DU MARVALLAY
52232724600032,CHAMP'ESCARGOTS
40142089800017,LE BEURRE DUPONT
81450265400019,DANNEELS BASTIEN
39931313900012,STOUTAH PHILIPPE
48955629000018,LES VOLAILLES ET AGNEAUX DE LA FERME
44168955100014,FERME BAUDUIN
79006975100010,MONSIEUR DAVID FARRENQ
84358562100017,LE MAS DE GOUREDON
39033049600014,LA TUILIÈRE
85050175000010,GAEC LE COUMIER
41929795700013,LES DEUX FERMES DE MONTEGUT
42512663800013,FERME FARJAUD CONSERVERIE
82867578500038,LES JARDINS DE BELLEPLAINE
83934356300012,ENTRE DEUX CHAMPS
85173403800017,PAPOTE
39196061400025,SCEA MANCEAUX
88233550800017,L'HERBIER DES SAVEURS
41893723100011,SAVEUR D ORNAIN
79282224900019,FROMAGERIE DU MADRES
79090495700012,TURPIN CATHERINE
90160624400019,VERGER RIPOLL
88411279800019,EARL DES CHAMPS FLEURIS
75118183500032,G.E.CO DU VALLESPIR
89446000500024,L'EPICURIEN GOULU
53109818400017,LA FERME DE MATHILDE
84956658300019,BRASSERIE LA CANETOISE
44271578500014,GAEC DE LA CHATAIGNERAIE
44349720100014,PRIEURE DE MARCEVOL
39053041800032,CERET DE TOROS 2022
83153582800030,FERME DE LA COMMANDERIE
31827315800028,LA FERME DU CHARBONNIER - NADIA VIDAL
42137529600017,LES VERGERS DU MONT CANIGOU
83480488200027,LES PANIERS DE LA PACHAMAMA
91116990200010,SOLANA
49181535300017,SARL DOMAINE DES ARBRES BLANCS
90910715300019,LE CEP QUI DANSE
84989949700010,CABRINAT
84872645100026,PARADIZE - BIÈRE SOCIALE
90969266700019,LES JARDINS
84458948100010,LES JEUNES POUSSES DE CORTRAT
91443350300010,BIEN MANGER
90398786500016,LES JARDINS DE MON ENFANCE
90764852100017,LA FERME EN GOGUETTE
88866325900016,LA FERME DU PLANTIS
84141520100018,COCOMIETTE
83063232900017,LA PETITE FERME DES BÉLIERS
75330725500012,LES JARDINS DE SAINT MARTIN
80394663100063,LE PANIER DU ROUSSILLON
39776651000028,LA PASSADE MARAICHAGE
90961956100014,EARL FERME AQUAPONIQUE DE L'ABBAYE
85354174600022,EARL HERBAE
41090937800011,FERME DE LA TOUCHE CADIEU
90778891300016,LA FERME DU COLL DE ROUSSE
83223031200015,LAROUGE D'OC
82371323500013,CHÂTEAU LE BOUCHAT-ALAUX
79185366600026,FERME DU VIELCAPET
35009792900011,EARL LA COMTESSE
91407151900013,LES ESCARGOTS DE LA FORÊT
45334189300015,LA FERME DU BEQUI
81538909300015,DOMAINE SIBILLE
52229533600021,TERRE ET LEVAIN
91305089400017,CATALAN SAUCISSE CLUB
81516997400012,LES TROIS PARCELLES
88384507500018,LES JARDINS DE HARDA
87818649300010,VIGNES ET VERGERS DE CORRÈZE
48436729700021,DOMAINE DU SOULEILLAN
90907076500013,PATAPAUL
88492777300017,BERGERS DES LAVANDES
82911877700012,LES JARDINS D'UZESTE
83271103000011,PLA D'EN BIGORRE
81142978600023,MIELLERIE DU CAMP DE LA HOUN
50996754300018,JEAN-BAPTISTE BLANC
84293224600015,AU PRÉ DE LA TERRE
82829479300017,GAEC LA FERME DE GOUIRIC
92224087400011,LA FERME DES TROIS VALLÉESS
83443509100022,L'ARBORESCENCE
50456138200020,AU DÉTOUR DES PLANTES
40116107000032,FLEURS D'HALAGE
79273126700011,LA FERME DU PONT DE L'ANGLE
81794561100017,LA FERME DU TAYCHEL
84267612400014,EARL DE NAPAGÈSE
38830381000013,GAEC DE FARGUES
82479126300018,LA FERME DES PETITES PLUMES
84903188500015,LA FERME DE LA CABRI'OLAIT
32434754100017,EARL LE MARAUDEUR
90000356700014,FERME DE BELLE COMBE
44505535300012,MAISON NECTY
44021794100010,LA FERME DE JÉRÔME
48872473300016,GAEC DE LUEYSSE
89397833800018,L'ANCRE DE SEICHE
81772921300030,LE JARDIN BIO DE VINCE
52079113800024,LA FERME DE ROUBIALS
83262824200014,FROMAGERIE CAL ROUS
47793263600038,LE MOULIN VERT
82859115600017,GAEC FERME DES 3 BERGERS
51063886900014,EARL PARANTHOËN
88995590200016,BRASSERIE D'ICI L'AURORE
53247895500018,POULET GAMBADEUR
84341309700018,LA CHÈVRERIE DU SOULEYA
43275319200017,CHÂTEAU LACROUX
45268791600018,PARTI POÉTIQUE ZONE SENSIBLE
52111526100039,LES BATISSES
43907656300089,LO BOUSTCHO
90780985900016,GAEC DU HERON
78983015500014,GAEC L'ABEILLERIE DE GAULÈNE
79940287000023,CULTIVÉ SAUVAGE
94913891100019,LA FERME D'EMILIE ET MARTIN
44245440100013,STÉPHANIE BERNARD MARAÎCHÈRE
48525804000032,LES JARDINS DE VICTORIEN
50432780000067,FERME DE POULL PRAT
51892829600012,GAEC POURCHET
33244005600015,GAEC DE ROUSSES
91533700000011,DU SOLEIL À L'ASSIETTE
51818770300013,AU CAVEAU DU PRESSOIR AMÉRICAIN
95343176400018,AU JARDIN DE QUIERS
82837563400015,MARAÎCHAGE BIO MOLINIÉ
52447718900020,LE JARDIN DU PIÉMONT
89419469500025,FERMIERS DE PROVENCE
98293483800011,LA COMMINGEOISE
84913300400010,LA CUEILLETTE DE LÉON
44871331300014,EARL LA FERME DE LAUPILIERE
88873809300010,TERRE HADENN
38135803500016,EARL DE BOY
77855233100010,LA FERME DE SAINT-DENIS
53903692100010,LA FABRIC' D'ALICE
89475124700012,GAEC DE LA CALCELIE
42923434700012,LA FERME CAZALÉ
51334715300019,LES VERGERS DES TILLEULS
51086229500027,EDEN VERT 3D
94982391800014,FOURNIL LA BOHÈME
90260984100017,FERME DES SAUTS DE CABRI
91098341000010,API-JARDI
92198257500018,LES MARAÎCHERS DU BOURG
95240609800014,GAEC DES RACINES ET DES FEDES
82278776800016,EARL LE PRE DU PUY
89740623700015,LES VERGERS DE LA TÊTE ROUSSE
91963026900018,LA FERME DES CÈDRES
90525480100012,AUX LÉGUMES CÉLESTES
91097172000016,FERME DE LIBAT
80529170500038,ECOLE SAINTE-THÉRÈSE DE L'ENFANT JÉSUS
82970973200020,LE BOSQUET
89284502500014,LA FERME DE MORGANE
41337828200029,BOISSET DIDIER
47993220400056,LA FERME DES ECUREUILS
84436962900010,LE BERGER DES ABEILLES
91750677600017,FERME DES PETITS GRAINS
52961172500019,MARAÎCHER DE L'ESPAGNOULET
95138893300016,LA FERME DE L'ÉPINETTE
80176867200017,DOMAINE DES TRABUCAYRES
82758445900016,LE RUCHER DE LEAYA
79261492700012,LA FERME DES TILLEULS
91129104500019,LES PANIERS DE PRODUCTEURS
90052300200021,EARL LES JARDINS DE LA PRADE
83906862400015,LA FARINE DE MORDELLES
51029378000019,ELEVAGE RODIER
85392193000014,LES TERRES DU LENDEMAIN
95098413800012,LES VACHES À LAEZH
90140014300011,L'ABEILLE AUTONOME
83792193100049,FOURNIL DU SAINT BERNARD
88126914600018,GARDINIUM
81289433500023,THÉS MONDES CROISÉS
82492308000025,BAIES SAUVAGES ET CIE
91502596900014,LES NEZ SAUVAGES ARÔMES DU QUERCY
79959580600024,AURELIEN FREGEAT
42070479300017,GAEC DE L'HORIZON
82439427400016,LE PANIER DU GLOUBY
83304595800034,TARTINE GRILLÉE
90902460600016,BELLES ET BUTTES
53381402600019,FERME DE LA COSSONNIERE THIERRY HINRY
94867964200017,FERME LA BONNE ETOILE
95135486900012,LES DÉLICES DE MANON
39340409000010,FERME RUETTE
83397319100020,AUX P'TITS CHAP'
83071576900030,LES JARDINS DU PETIT CLOS
98032991600020,BAULE.BIO
33863683000022,PROVENCE DAUPHINE
41944750300022,LE SAINT - VALIFRUIT
38366896900025,VIVALYA - PROVENCE DAUPHINE SAVOIE
96520215300049,MAISON LAURANCE (SODILIB)
30381644100024,VIVALYA - FORTUNO ET FILS
81266987700050,VASSEUR JULIEN
90841768600015,LES PETITES LOUCHES
90878935700013,LMC LEGUMES BIO (CARESMEL LUDOVIC)
84284034000017,AU FOURNIL DU BREUIL
48084926400035,BOULANGERIE DES 2 VALLEES
80852129800014,GAEC DE LA FERME BRUNELLES 
95110710100028,MAISON MADELEINE
44500792500016,GAEC BRUN
41493612000040,AU CROISSANT DE LUNE
92022743600010,ADRAK
88109118500010,MAISON HERMINE
43258008200035,LEFEBVRE NICOLAS
87888348700018,KUUPANDA
49989018400017,SARL MAVI
84025902200019,ATELIN OLIVIER
95073921900018,LES OEUFS DE NINA & CO
90951272500013,GAEC FICELLES
91761833200014,LA PATOILINE
53905030200022,GARNIER OLIVIA (LE TEMPS DES CERISES)
53842882200018,GAEC DE LA COLLINE
89464761900010,GAEC UN PETIT BOUT DE NATURE
40762682900011,GAEC CHAMPS LIBRES
98240875900016,BIRON NATHALIE
40240975900014,SARL FERME DU COLOMBIER
42064108600012,BOULANGERIE DE LA PORTE DE BIZY
44797070800023,ISA 3
97960202600010,SASU BOULANGERIE DES TILLEULS
53307046200049,MAZEAU SOPHIE (LE CIRQUE A PAINS)
85380205600012,ALEPLAM
81956123400017,SO'BREIZH
41129634600058,VIVALYA - BONAFRUITS
82867642900032,LE SAINT - FRAICHADOUR
83061317000018,MOURLHON CAHORS
89814463900017,LES BAQUETS
57207906900272,FRANCE BOISSONS ILE DE FRANCE
48346624900016,LE FOURNIL DE CONCHES
49462745800032,NATURE ET TERROIR
48105250400018,EURYSACE (BOULANGERIE CHRISTIAN MARTIN)
43286379300019,BORNE CHRISTOPHE (LE PAIN DE SUCRE)
31491161100031,CENTRE APRES
91067956200017,LA PECHE EN POCHE
91275200300018,LES JARDINS DU CHEMIN
53359507000020,LEMERCIER MATTHIEU (LE FOURNIL D HOUPPEVILLE)
43760042200038,BOISSONS JOLY
47808298500019,AU FUME CAMPAGNARD
84069954000018,BEESK
38702052200034,SO.SU.MAR (CENTRE LECLERC)
84040538500013,ORTIS PAULINE
84784155800012,DOMAINE DE MERCOIRE (LES FRÈRES ROYÉ)
31878493100038,LES GLACES DE L'ARDECHE
89397798300020,FRAULIS
83013130600011,PAIN DE SUCRE & CO
40971704800014,LA FERME DE LA BIGOTTIERE GAEC
34972797400017,HUARD DENIS
95174820100013,GROUPEMENT AGRICOLE D'EXPLOITATION EN COMMUN DU CHENE TEMOIN
81244322400017,DUGRAIN OLIVIER
90256139800014,JOUGLA THIBAULT (FOURNIL PANISPHERE)
41060975400032,AP SERVICES
82374658100029,MY BOX
38123076200043,V.B.A. VOTRE BOUCHER ARTISAN
40443277500082,S N V
37774174900032,VF DISTRIBUTION (DESTREBECQ-DULAC)
44286017700017,GAEC CV GOSSELIN
82521695500013,DUBOIS-MAHIER (AUX 3 SAVEURS)
53200220100038,VIVENOT (BOULANGERIE DE LA BAIE)
81133350900016,GAEC DU PETIT CHANGEONS
90218670900017,SENAC ELYN (AU FOUR'NID)
83193274400012,NURDIN HERVE (AU FOURNIL AJOLAIS)
48786298900018,E.V.P.
88275877400013,CIRCUIT BIO SEINE & YONNE
32864712800011,DEROSIN GILLES
55201420101907,SELECTA
80475002400015,DELPECH
51402794500013,LES CHAMPS DES POSSIBLES
31462524500019,LAITERIE FABRE FRERES SA
87774477100016,LES P'TITS PAINS D'AUTREFOIS
38429560600030,CERALIM
90457610500012,SAS ENTREMETS DE PARIS
55208329702537,MONOPRIX
50366745300016,LE FOURNIL D'ANISSA ET JADE
82251275200012,BOULANGERIE DE L'ERMITAGE
84788142200012,BOULANGERIE LES BENETTES
97250112600023,ETABLISSEMENTS BARBIE
50308210900011,AVAGUIAN LEVON (BOULANGERIE EREVAN)
96950903300029,GASTALDI
82467610000012,AUX 48 DELICES
39953134200018,SARL CAVALIER LA FOUACE DE CAMPAGNAC
32072241600049,ETABLISSEMENTS CAMPELS
33920241800010,SAS ALBARET
41854262700033,MARVEJOLS VINS BOISSONS
38092494400016,SOC FREZAL ET FILS
19480514900078,EPLEFPA ETAB PUPLIC LOCAL ENSEIGNEMENT FORMATION PROFESSIONNELLE AGRICOLE DE LA LOZERE
69204274000088,SOC FRANCAISE D'ORGANISATION COMMERCIALE (OC 22)
49930885600172,SO.BIO
49032739200018,BEAUCOURT FRERES
92245187700018,GROUPEMENT AGRICOLE D'EXPLOITATION EN COMMUN LA BERGERIE DU DOUR ELEGO
79091016000015,EARL MADEC
45302080200014,HOUDAYER DAMIEN
40180604700023,PRO NATURA
48410804800022,AGRIBIO PROVENCE
98098212800012,BOUCHERIE GUISIANO
84066030200018,BOULANGERIE PATISSERIE CHEZ GEGE
78692030600093,CORA
80980290300017,OBONGOO
38021587100019,FOURGASSIE FRERES
75368773000014,SARL PIGOT
68292029300029,BASTIDA S A
83821878200012,HADJOUTI (LE FOURNIL DE CAZOULS)
88785360400015,TAIXE FLAVIEN (LES OEUFS DU MOULIN D AUSSEL)
42358905000032,SOCIETE COOPERATIVE AGRICOLE DU PAYS DE SAULT
39062125800032,BENOIT RIZ CANAVERE
34535875800018,ALBI VOLAILLES
31527022300029,TARVI TARN VIANDES
42156750400012,PATRICK BRETON DISTRIBUTION
78886613500015,VINOVIE
8572003500014,SAS SUAU ET FILS
33346578900019,CONSERVERIES PIERRE LASCROUX
38327162400017,SOCIETE DES ETABLISSEMENTS FAYOS
30942313500016,MARCHE U - U EXPRESS
32607659300010,CIROU BERNARD
90991875700016,LES PATES DU MOULIN
79370447900021,SARL BOCQUEL (AUX PAINS DES FEES)
89795263600024,AL TERRE (AU JARDIN BIORETZ)
91136266300013,A FLORE D'EAU
49009366300014,FLEURY LE PETIT COURTILLET
89856132900019,TERRE FERME
41934177100014,GAEC DU MARAIS CHAMPS
35203061300017,FERME DE L'ANFRENIERE
89517676600023,SARL DE LA BAIE
90992705500014,LA MIE TATI
82287720500010,PBO SAS
44358332300029,SAPAM BOURGOGNE
90525929700018,PELLERIN SYLVAIN
88970271800020,RESAN
41032110300013,EARL ROUSSIAL BENOIT
83044945000014,SARL FERME D'ECUILLON
40289514800011,BIZOUARNE FRANCOIS
53059381300013,CHAMP D'EAU
92225159000019,MAISON RAIGNEAU
41128138900030,DRIEU FRANCOIS
95248160400017,MAISON DE LA BEAUCE
8678020200015,CENTRE VIANDES BEAUVALLET FILS
91790911100010,LES HALLES GALLERANDAISES (CARREFOUR)
32462240600035,DESHAYES - NEUVILLE (SUPER U)
77556888400875,ESATCO SITE DU PAYS DE PAIMPOL
82793295500046,AGRIZ
90788934900011,FERME CULTIVE
77554975100110,ESAT DE ROSANS
88978759400015,BIO AND CO RUN TRANSFORM
75380837700026,CFL
41206678900014,EARL DE FUSTIE
33967890600035,EARL VERGERS TISSOT
91255935800029,EBE LABEILLE VERTE
48974132200015,ELEMENTS TERRE
66202519629995,ELIOR RESTAURATION FRANCE
26500145300017,ETABLISSEMENT DE TRAVAIL PROTEGE
82491264600026,ETABLISSEMENT LAROUMAGNE
19870581600033,EPLEFPA LIMOGES ET NORD HAUTE VI
53898744700017,FAURIE ALAIN
89466875500016,FERME BIOLOGIQUE DE LA COURTIERE
89769205900016,FERME DU THIL
52977473900013,FRUITS ET DELICES
84917414900013,GAEC CROC FRUITS
94994622200013,GAEC LES CABAS
41218632200019,GONZAGUE WATTEL
84077734600023,GP4G
84099126900019,GRAINES DE LOIRE
81290044700010,HISTOIRE DE FRUITS
81001829100023,LE CHAMP DU MARRONNIER
89031245700025,LA FERME DE LAIR LIBRE
51046282300012,LA GALANTE
62480029800025,LAHOZ FRUITS SARL
97961790900010,LE JARDIN DE SAVERDUN
79270281300017,LE JARDIN DES ORMEAUX
81416901700013,LE VERGER DE GABRIEL
75315334500032,LES PRIMEURS DISSY A RUNGIS
53174791300063,LESLIE HELFER
53061848700017,AUX BIO LEGUMES
89940314100018,BIONUTER
90191380600013,MON MARAICHER PROVENCAL
95218523900011,LIBOURNE-PRIMEUR
78008803500032,OCCITANE FRUITS
38271782500030,ORIGINE CEVENNES
48504435800011,PASCALE DOUSSINAULT
92039324600011,PIERRE NICOLAS
98236972000015,PRIMEURS CHAMPARDENNAIS
50464041800027,RIVESALTES FRUITS
35375878200018,COUTON SAS
38519412100013,SARL EXPO FRUITS
47985310300014,SCEA DE GEROLDSECK
40881369900019,SCEA DES BOUQUETS
48944775500039,LANATURAL
34868864900048,SCOT LA CIGOGNE
95171471600010,LE JARDIN DES ORMEAUX
35152432700043,SOCIETE BOISSONOT
31141571500037,SOCIETE GODEAU ET FILS
75198796700021,SOLEO FRUITS
44945979100025,SUD OUEST BIO
82465155800036,TERRES ZEN
81772767000017,D AMOUR ET D HUMUS
43392733200430,TRANSGOURMET OPERATIONS - BONNEVILLE
39071094500044,VERPRIM
90400392800010,LES FRUITS D'EPAUMESNIL
83496371200015,LA FERME DE BREHEMONT
39069903100014,GAEC BILLARD
49790674300016,EARL DES 4 CHENES
95134730100016,LA FERME DE LA MORICIERE
19593255300074,FERME DE POTELLE CFPPA LE QUESON
88897083700025,FAIRME
89828921000012,CHEVRERIE DES FARFADETS
37864143500011,FERME BIO MONNIN
38467862900013,GAEC DE BIROL
34426365200010,GAEC DE JOURIVIERE
53242925500013,FERME DES ECOTONES
82902042900017,GAEC DES PRES VERTS
91815717300017,BERGERIE BREIZH LACAUNE
88297597200010,GAEC LA FERME DE MONTJAY
83929593800014,LA FERME DU BOS
87820836200011,GAEC LES FROMAGERS DU REBOUT
41066686100019,LA FERME DE CAMILLE
44760466100010,GAEC RECONNU DE LA CAYENNE
40058672300035,FERME DES PTITS BRILLETS
90793853400019,LA BERGERIE DU GRAND BRAY
84224164800018,LA FERME DES GWENN HA DU
98313736500018,LA FERME DU CEOR
83483713000014,LA FROMAGERIE DES ARTISOUS
38093235000016,LAITERIE DE MONTOIRE SUR LE LOIR
50943902200013,LA FERME MAUGAIN
80173002900015,LE CABRAS
53191222800016,LEIT DE BRUNAS
49530121000011,MAISON GABORIT
38500623400350,PRO A PRO CHATEAU-GONTIER-SUR-MAYENN
79875192100015,LA LAITERIE DE LA BAIE
34031256000014,SCEA DU DOMAINE DU PARC
34257284900012,SOCIETE REUNIONNAISE LAITIERE
43945915700061,VITAFRAIS
77571510500836,ADAPEI ARIA DE VENDEE
84847817800017,A2ENCUISINE
92445537100014,AGORA 2R
80299366700020,AGROTECH
32260147700027,ALIDIS
39943169100027,ALTERBIO FRANCE
33415947201613,ANSAMBLE
45158081500111,DATEX OUTRE MER
47718101000794,API RESTAURATION
47718101000935,API RESTAURATION
47718101003939,API RESTAURATION
47718101001271,API RESTAURATION
47718101005140,API RESTAURATION
47718101000885,API RESTAURATION
47718101001594,API RESTAURATION
47718101007864,API RESTAURATION
47718101004218,API RESTAURATION
47718101000802,API RESTAURATION
47718101001099,API RESTAURATION
47718101001438,API RESTAURATION
47718101002659,API RESTAURATION
30213609800019,ARMOR CUISINE
91316048700017,ASSOCIATION FILIERES DES ARDENNE
75046347300025,PRODUIT SUR SON 31
90764386000014,AUX JARDINS DE LA SAVE
79114144300014,BIOCOOP
95334264900019,CARREFOUR CONTACT
83787931100012,BOKO & KO *
82475404800018,BORDELAI SANDRA SAMARA ET VINCEN
20006878100133,CA VALENCE ROMANS AGGLO
82763344700020,CAGETTE ET FOURCHETTE
18130005400010,CHAMBRE AGRICUL BOUCHES DU RHONE
20003018700013,CO CLI CO COLOMBES CLICHY COLLEC
38326298700050,COFIDA
63204104238458,COMPASS GROUP FRANCE
63204104269362,COMPASS GROUP D870
63204104247467,COMPASS GROUP FRANCE
48960264900019,LE COLIBRI RESTAURATION
42287321600341,LA CUISINE EVOLUTIVE DU HAVRE
78824308700020,CONVIVIO-OCRS
78692030600895,CORA LENS 2
78692030600341,CORA MONDELANGE
35173154200012,CRM
39264905900012,CULINAIRE DES PAYS DE L ADOUR
78892091600020,D'ARDECHE ET DE SAISON
79761485600012,DONA CARCAS *
41015167402022,DUPONT RESTAURATION
66202519625696,ELRES/ELIOR
66202519659596,ELRES/ELIOR
66202519617750,ELRES/ELIOR
66202519634607,ELRES
66202519666658,ELRES/ELIOR
66202519645967,ELRES/ELIOR
66202519651353,ELRES/ELIOR
66202519628914,ELRES/ELIOR
66202519641685,ELIOR RESTAURATION FRANCE
66202519620598,ELRES/ELIOR
66202519622883,ELRES/ELIOR
66202519628666,ELRES/ELIOR
66202519629789,ELRES/ELIOR
66202519660172,ELRES/ELIOR
66202519659513,ELRES/ELIOR
66202519654191,ELRES/ELIOR
66202519649407,ELRES
66202519640075,ELIOR RESTAURATION FRANCE
66202519644564,ELRES/ELIOR
66202519621935,ELRES/ELIOR
81979545100015,EPICERIE O VILLAGE
58372031300019,ETABLISSEMENTS COLOM ET ALBERTI
91831836100014,ESSCALE
80189586300042,EURL MA COOP
80189586300026,EURL MA COOP
84805984600016,FOOD ELY
53960102100014,GALATEE
49219263800020,GARIG
88809225100014,GOIZETIK
89831799500014,GRANIBIO
33110875300038,GROUPE ELITE RESTAURATION
43396800500036,HYPER U SARL HACDIS
80047228400010,HIGGS
91394276900013,IPARLAB DISTRIBUTION
89827918700014,JULES ET JEAN
82114919200014,KARYCOLAS LE GRAND PANIER BIO
51437850400013,L ECO-RELAIS
32615005900052,LA NORMANDE SA
87795910600015,LABELLAGRO 971
92224137700014,LE COMPTOIR DES COMPERES
33249284200072,BIOCOOP DES CASCADES
81196153100019,LE PETIT MARCHE
39856409600012,LE TIE BREAK SARL
90948457800010,LE 82 DANS SON ASSIETTE
92124578300011,LEPICERIE DE LUCIE
52682065900039,LES HALLES SAINT JEAN
52281574500016,LES MERES COCOTTES
82888129200019,BIOCOOP SAINT MARTIN
33180458300010,LYS RESTAURATION
51468064400044,MAINE FRUITS
83335372500017,MAS DE LAGRICULTURE
83966168300012,MANGEONS HAPY
44358332300037,SAPAM FRANCHE COMTE
40007274000022,SAPAM MULHOUSE
91478738700028,MANGEZ BEARNAIS !
80478286000014,MANGEZ LOTOIS
80208012700029,MARCH EQUITABLE
49993217600013,PROMOCASH AVEC VOUS
41091104400049,MILLE ET UN REPAS
39270271800033,MOLOSTOFF
51256578900017,CHEZ MONIQUE AU PTIT MARKET
84954677500024,M@YON COURT
35144208200019,NEWREST RESTAURATION
84268974700017,O PANIER DAZAY
37755635200021,OCCITANIE RESTAURATION
